label_path,image_path,dataset_name
data/drishti/labels/cropped_staple_cd_drishtiGS_088.png,data/drishti/images/cropped_drishtiGS_088.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_093.png,data/drishti/images/cropped_drishtiGS_093.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_007.png,data/drishti/images/cropped_drishtiGS_007.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_024.png,data/drishti/images/cropped_drishtiGS_024.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_060.png,data/drishti/images/cropped_drishtiGS_060.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_042.png,data/drishti/images/cropped_drishtiGS_042.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_004.png,data/drishti/images/cropped_drishtiGS_004.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_091.png,data/drishti/images/cropped_drishtiGS_091.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_040.png,data/drishti/images/cropped_drishtiGS_040.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_045.png,data/drishti/images/cropped_drishtiGS_045.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_069.png,data/drishti/images/cropped_drishtiGS_069.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_037.png,data/drishti/images/cropped_drishtiGS_037.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_092.png,data/drishti/images/cropped_drishtiGS_092.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_009.png,data/drishti/images/cropped_drishtiGS_009.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_095.png,data/drishti/images/cropped_drishtiGS_095.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_083.png,data/drishti/images/cropped_drishtiGS_083.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_072.png,data/drishti/images/cropped_drishtiGS_072.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_014.png,data/drishti/images/cropped_drishtiGS_014.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_047.png,data/drishti/images/cropped_drishtiGS_047.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_022.png,data/drishti/images/cropped_drishtiGS_022.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_021.png,data/drishti/images/cropped_drishtiGS_021.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_062.png,data/drishti/images/cropped_drishtiGS_062.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_033.png,data/drishti/images/cropped_drishtiGS_033.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_023.png,data/drishti/images/cropped_drishtiGS_023.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_049.png,data/drishti/images/cropped_drishtiGS_049.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_015.png,data/drishti/images/cropped_drishtiGS_015.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_025.png,data/drishti/images/cropped_drishtiGS_025.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_096.png,data/drishti/images/cropped_drishtiGS_096.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_008.png,data/drishti/images/cropped_drishtiGS_008.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_036.png,data/drishti/images/cropped_drishtiGS_036.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_074.png,data/drishti/images/cropped_drishtiGS_074.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_013.png,data/drishti/images/cropped_drishtiGS_013.png,drishti
data/drishti/labels/cropped_staple_cd_drishtiGS_067.png,data/drishti/images/cropped_drishtiGS_067.png,drishti
